list_id,host_id,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
33913702,27936743,2,4,6/19/19,1.85,1,103
33914381,77515,3,6,6/23/19,2.31,1,4
33914432,18765976,1,9,7/2/19,3.42,4,55
33914554,161357125,3,2,6/23/19,0.86,3,36
33915820,18416970,2,14,7/7/19,5.83,1,19
33915843,253906467,1,9,7/4/19,3.25,9,365
33916529,101965358,7,2,5/22/19,0.95,1,173
33917759,234483148,1,11,7/3/19,4.58,2,256
33917958,137358866,30,0,,,103,242
33923209,254542999,2,12,6/30/19,5.14,1,57
33925600,92897185,1,6,6/23/19,2.25,2,46
33926057,223087887,1,4,5/4/19,1.52,8,346
33926074,83615522,2,4,6/29/19,2.26,1,10
33927253,114502772,2,1,5/15/19,0.55,1,0
33927923,2282687,4,1,5/8/19,0.48,1,0
33928971,158709729,2,4,6/28/19,2.55,1,43
33929577,223087887,1,3,5/12/19,1.11,8,332
33929652,242962235,30,0,,,23,252
33930074,242962235,30,0,,,23,243
33930406,20851517,6,2,5/14/19,0.97,3,4
33930602,242962235,30,0,,,23,335
33930883,49796888,2,0,,,1,55
33930925,242962235,30,0,,,23,317
33931270,242962235,30,0,,,23,314
33931985,229141974,2,1,5/6/19,0.47,1,0
33932313,242962235,30,0,,,23,322
33932433,55143966,17,2,7/2/19,0.78,1,21
33932486,274333,1,0,,,3,2
33932573,242962235,30,1,6/8/19,1,23,325
33932806,242962235,30,0,,,23,136
33932981,242962235,30,0,,,23,192
33933219,61950433,1,0,,,1,0
33933477,38377515,2,5,7/6/19,5,1,86
33933527,1786901,3,3,5/15/19,1.1,9,8
33933592,242962235,30,0,,,23,322
33934534,256235740,2,1,5/28/19,0.71,3,167
33935442,107245546,2,3,6/23/19,3,3,132
33936370,43676525,30,0,,,1,365
33937108,256235740,2,0,,,3,179
33937444,35955942,4,2,6/10/19,1.82,1,6
33937844,255990804,2,4,6/5/19,2.03,1,251
33937907,36242952,1,15,7/2/19,6,1,67
33938000,71400423,1,10,6/20/19,4.05,3,93
33940543,255431206,7,4,7/1/19,2.55,9,120
33941416,256299491,4,5,6/29/19,2.27,1,6
33941653,82380968,1,3,5/15/19,1.14,1,193
33941785,9380030,3,1,6/23/19,1,1,56
33942313,345087,2,1,4/28/19,0.42,1,359
33942517,236796242,1,3,6/24/19,1.8,1,316
33943045,55203569,3,13,6/26/19,5.49,1,76
33943216,156381151,2,2,6/10/19,1.4,2,0
33943482,1786901,3,1,5/4/19,0.45,9,103
33943754,18765976,1,9,7/5/19,3.38,4,66
33943994,18765976,1,7,6/16/19,2.63,4,61
33944331,255190901,3,20,6/22/19,7.89,1,86
33944413,248831780,1,0,,,1,185
33944634,243226371,2,8,6/2/19,3.08,1,263
33944826,234956201,2,7,7/1/19,3.75,1,180
33945670,43332874,7,0,,,1,180
33945711,256341094,6,4,7/1/19,1.97,2,177
33947023,117476022,5,0,,,1,60
33947095,26910600,1,1,5/9/19,0.49,1,90
33951037,254472726,31,5,5/23/19,1.92,1,219
33953726,256379094,10,0,,,1,52
33954390,29953329,2,2,6/16/19,1.02,2,5
33954574,23066402,3,2,5/30/19,0.83,1,33
33955057,4189194,3,3,6/7/19,1.88,1,2
33956049,256403429,1,14,7/1/19,5.32,5,81
33956883,256403429,1,15,7/6/19,5.56,5,77
33957038,252575404,3,4,7/2/19,3.53,1,63
33957835,241963980,1,1,7/7/19,1,2,139
33959560,10860700,10,0,,,2,34
33959697,8990490,1,1,4/19/19,0.37,1,157
33960097,44918139,31,1,7/1/19,1,1,90
33960800,56338076,1,6,6/15/19,2.25,3,0
33961484,15617182,2,4,5/19/19,1.54,1,146
33961505,2513294,1,0,,,1,213
33961801,255431206,7,1,6/16/19,1,9,172
33962313,255431206,7,2,5/9/19,0.81,9,151
33962690,91183632,1,0,,,1,43
33962961,16881166,28,0,,,1,82
33962986,255431206,7,2,7/6/19,0.91,9,114
33963079,127831150,5,9,7/1/19,3.8,2,225
33963211,233986410,1,0,,,1,267
33964014,15853933,1,9,5/31/19,3.42,1,35
33964102,58521727,8,0,,,1,17
33964812,10714783,2,4,7/2/19,2.45,1,38
33964954,79246014,2,3,6/16/19,2.57,1,26
33965415,256403429,1,11,6/29/19,4.12,5,62
33965894,256403429,1,10,7/5/19,4.35,5,70
33966122,138962369,3,8,7/7/19,3.04,1,34
33966308,256479489,2,1,4/29/19,0.42,2,316
33967235,8485868,3,0,,,1,17
33967503,10188543,1,17,6/19/19,6.71,1,1
33968500,119774078,4,2,5/15/19,0.73,1,51
33968977,121193088,2,2,4/29/19,0.79,1,0
33969648,256502464,1,20,7/1/19,7.41,3,175
33969898,256504089,20,0,,,1,0
33970585,256012654,15,0,,,1,17
33970684,256510832,2,7,6/23/19,2.63,1,352
33970850,256462453,1,9,6/9/19,3.42,1,358
33971163,70026919,7,1,4/19/19,0.37,1,281
33971428,45834595,3,3,5/27/19,1.13,1,3
33971836,253906467,1,4,6/23/19,1.48,9,364
33971900,253467179,2,6,7/2/19,2.86,1,288
33972459,49623247,3,8,6/10/19,3.29,1,243
33972460,157699374,1,4,5/19/19,1.52,1,0
33972589,206482566,1,0,,,2,0
33973347,41348157,2,2,6/23/19,2,3,0
33974082,32167398,1,11,6/16/19,4.58,5,300
33974640,32167398,1,3,5/31/19,1.34,5,318
33974777,32167398,1,6,6/11/19,2.31,5,342
33975580,156850005,1,3,6/30/19,1.73,2,350
33975581,39077228,2,2,4/18/19,0.73,1,15
33980568,256581747,30,0,,,3,333
33980946,62066342,7,2,6/21/19,1.22,2,321
33981416,12321281,30,0,,,1,145
33982630,27636707,3,2,6/20/19,0.88,5,265
33983585,256581747,30,0,,,3,318
33984685,256581747,30,0,,,3,364
33984941,200282080,2,1,6/26/19,1,1,0
33986797,251768799,1,1,4/25/19,0.4,1,0
33987446,184750740,1,0,,,4,179
33987509,10415675,3,1,4/23/19,0.39,7,339
33987592,73233066,1,0,,,1,0
33987747,102287310,3,0,,,3,358
33987847,22388757,3,3,7/7/19,1.7,2,0
33987887,204244117,1,11,7/4/19,5.5,2,180
33988271,256634850,2,1,6/23/19,1,1,0
33988643,253836845,30,2,5/20/19,0.92,7,226
33988756,7943066,2,10,5/31/19,3.85,2,62
33989177,897871,4,1,5/30/19,0.75,1,0
33989681,235329443,3,12,7/6/19,6.55,1,173
33989972,152503673,3,11,7/1/19,4.58,1,13
33990380,219517861,2,5,6/12/19,1.9,327,347
33990485,219517861,2,4,6/18/19,2.79,327,292
33990639,219517861,2,6,6/20/19,2.65,327,329
33990756,219517861,2,6,6/19/19,2.69,327,340
33991062,219517861,2,6,6/8/19,2.57,327,237
33992212,2992287,3,4,6/22/19,2.4,1,21
33992824,219517861,2,5,6/16/19,3,327,349
33992942,24525241,17,0,,,1,102
33993225,33214549,1,9,6/13/19,3.42,5,30
33993343,156286838,7,0,,,1,342
33993547,33214549,1,5,6/13/19,1.9,5,0
33993628,189165590,3,2,5/12/19,0.92,1,0
33994465,106418986,3,0,,,1,62
33994677,221213143,1,4,6/12/19,1.82,9,298
33994694,15757322,2,13,6/22/19,4.87,2,294
33994896,71400423,1,7,7/5/19,4.47,3,146
33994927,256680416,2,7,7/2/19,3.18,1,16
33995462,256683560,1,2,6/3/19,0.94,2,358
33995466,3940207,20,1,6/13/19,1,1,122
33995614,71400423,1,10,6/18/19,4.35,3,0
33995646,67651553,20,0,,,2,95
33995764,5547103,3,0,,,1,81
33995769,230192818,2,7,6/27/19,3.28,2,78
33996094,60737457,1,23,7/6/19,9.58,1,109
33996358,11297371,2,8,5/30/19,3.38,2,292
33996362,43502871,3,0,,,1,216
33996365,219717193,5,4,6/15/19,1.74,2,10
33996948,256697785,3,4,6/6/19,2.35,1,144
33997927,679431,2,4,6/23/19,1.69,1,180
33998142,219517861,2,5,6/12/19,2.46,327,255
33998269,219517861,2,2,6/22/19,0.95,327,273
33998274,256710914,2,3,7/1/19,3,1,2
33998291,219517861,2,2,6/15/19,0.83,327,348
33998396,3750764,1,0,,,6,364
33999088,256718904,1,1,4/21/19,0.37,1,82
33999377,32167398,1,7,6/2/19,2.88,5,336
33999874,32167398,1,4,5/12/19,1.52,5,355
34000977,8756834,2,1,5/8/19,0.48,1,33
34002121,256743247,1,14,6/28/19,6.36,2,72
34008808,107434423,30,0,,,232,341
34009172,107434423,30,0,,,232,353
34009196,107434423,30,0,,,232,337
34009215,107434423,30,0,,,232,338
34010131,22543458,1,14,6/28/19,6.36,4,249
34011627,4982496,4,0,,,1,0
34013027,256521664,31,3,6/15/19,1.76,1,176
34013205,25346924,4,1,5/27/19,0.7,1,30
34013223,256817214,5,1,6/3/19,0.83,1,354
34013463,15734998,2,2,7/6/19,2,1,9
34014027,23003756,2,2,5/23/19,1.18,1,0
34014432,125755479,1,0,,,1,0
34014834,256505094,1,0,,,1,83
34014939,82746113,1,0,,,2,88
34015098,38217925,5,0,,,2,64
34015258,155961583,2,8,6/26/19,3.75,1,131
34016163,256836581,2,9,7/5/19,4.82,1,48
34016570,109402182,25,3,5/10/19,1.17,1,24
34016888,255539744,31,4,6/1/19,1.85,1,135
34017043,219517861,2,6,6/23/19,3,327,328
34017119,219517861,2,1,6/16/19,1,327,346
34017464,6752504,5,0,,,3,23
34017530,150879430,14,0,,,1,25
34017965,49101398,2,3,7/7/19,3,3,97
34018291,256857295,2,4,6/25/19,1.85,1,169
34019440,234227365,5,1,4/28/19,0.42,1,83
34019712,253836845,30,2,6/18/19,2,7,246
34019889,70011812,1,16,7/6/19,7.27,2,50
34019915,253836845,30,2,5/25/19,1,7,223
34020020,14950774,7,0,,,1,98
34020036,1146958,360,0,,,4,364
34020040,253836845,30,1,5/21/19,0.6,7,226
34020097,98978751,1,4,6/18/19,2.67,1,153
34020964,256487516,14,1,5/15/19,0.54,1,178
34021170,4613096,3,2,6/27/19,2,1,34
34022109,26973868,4,4,6/30/19,1.88,1,51
34022186,181092484,1,7,7/1/19,2.92,3,356
34022664,218883687,1,8,6/30/19,3,2,365
34022740,256899020,4,7,6/23/19,2.84,1,35
34023411,6752504,4,1,4/21/19,0.37,3,173
34023558,88602231,14,0,,,1,21
34023619,84118689,1,11,6/20/19,4.34,1,26
34024785,181092484,1,7,7/5/19,2.88,3,360
34025113,28823649,1,0,,,3,89
34029489,256496159,31,1,5/10/19,0.5,3,0
34029837,256496159,31,2,5/11/19,0.82,3,0
34032088,347045,2,5,6/30/19,2.34,1,90
34032175,152850919,3,0,,,1,179
34032390,156505456,3,2,5/18/19,0.95,13,365
34033950,256981777,30,0,,,1,16
34034553,256987188,1,1,5/6/19,0.47,1,33
34035431,177031514,1,4,6/23/19,1.85,1,341
34035571,457147,7,2,6/8/19,1.58,1,324
34035610,128605205,2,0,,,1,3
34035902,224879685,10,0,,,1,84
34036011,43885531,30,1,6/14/19,1,1,115
34036047,256998898,1,0,,,3,365
34036136,46595898,2,1,6/12/19,1,1,61
34036333,11418912,3,7,7/3/19,3,1,66
34037737,159281143,7,4,5/26/19,2.07,1,216
34038333,257019090,4,0,,,1,0
34038559,1241543,5,3,6/30/19,1.73,1,180
34038619,236779549,31,0,,,1,57
34039045,30995747,4,3,6/10/19,1.88,1,4
34039320,201757076,1,9,6/30/19,3.7,3,223
34040037,257034143,2,5,6/15/19,2.42,2,161
34040771,154895657,30,0,,,1,28
34040940,7218138,5,1,5/19/19,0.59,1,0
34041523,256998898,1,4,6/18/19,1.88,3,350
34041587,256998898,1,3,7/1/19,2,3,336
34041630,257043301,1,0,,,1,179
34042173,257053267,1,3,7/1/19,1.76,1,364
34042443,133561420,3,1,5/4/19,0.45,1,2
34042658,11951664,2,8,7/1/19,4.36,1,41
34042777,153205975,5,1,5/5/19,0.46,1,89
34043476,48201791,4,9,7/5/19,3.97,2,328
34043633,29178119,4,0,,,1,55
34045372,12463953,2,0,,,1,81
34047149,225834252,2,4,6/25/19,2.22,1,130
34051551,107272884,1,3,6/9/19,1.43,4,360
34053030,250515297,2,0,,,1,7
34053516,6752504,3,0,,,3,173
34054250,47625541,5,1,6/25/19,1,2,78
34055336,14680337,1,0,,,1,84
34056586,7603795,7,0,,,1,124
34056679,254112876,2,3,6/30/19,2.43,2,175
34056750,91854658,4,0,,,1,5
34056928,257167592,3,0,,,1,363
34057129,22166460,4,4,7/1/19,2.55,1,188
34058607,11256721,4,0,,,1,27
34059500,290845,1,3,6/11/19,1.64,1,293
34059931,15145088,30,0,,,8,157
34059997,13486673,2,0,,,3,84
34060242,864737,2,2,6/10/19,1.02,1,127
34060973,18811278,7,0,,,1,0
34061088,73670220,5,4,6/26/19,2.11,1,9
34061095,7228431,93,0,,,1,134
34061159,255219640,2,1,7/5/19,1,1,100
34061253,257204612,3,1,6/23/19,1,1,138
34061588,256921050,6,3,6/24/19,2.37,2,1
34062194,75267282,7,1,5/9/19,0.49,1,284
34062487,27744706,5,1,6/29/19,1,1,192
34062693,218134921,1,0,,,1,3
34062876,130675,3,4,7/1/19,2.93,1,9
34063075,257221104,3,5,6/21/19,2.42,1,93
34063202,28336,2,8,6/26/19,3.75,1,317
34063821,78078053,1,2,5/19/19,1,1,138
34065052,215532980,1,11,7/1/19,4.52,3,88
34065083,9623313,7,0,,,1,13
34065601,215532980,1,11,6/25/19,4.65,3,68
34065608,215532980,1,14,7/7/19,5.83,3,88
34065631,5452701,3,0,,,1,6
34065823,32736976,60,0,,,1,71
34065832,244443448,31,0,,,1,90
34067204,229469300,2,3,5/24/19,1.25,2,5
34068735,85539820,5,3,6/17/19,1.73,1,263
34071098,253789998,30,2,5/23/19,0.9,1,148
34076756,73324719,7,0,,,1,58
34079720,29044900,2,10,7/1/19,3.95,1,159
34081178,2161203,2,5,6/30/19,2.08,1,10
34082053,141146473,2,4,6/16/19,2.11,1,27
34082442,11674837,1,6,6/24/19,3.1,3,179
34082709,257365536,2,2,5/9/19,0.94,1,292
34083914,11306615,2,3,6/12/19,1.23,2,50
34084341,5325719,5,8,6/28/19,4.29,1,123
34084476,228946399,1,7,6/6/19,3.23,1,0
34085029,255431206,7,1,5/19/19,0.58,9,106
34085087,221213143,1,2,6/14/19,1.87,9,287
34085559,255431206,7,0,,,9,126
34085654,7910657,2,3,6/23/19,1.34,1,175
34085766,255431206,7,2,5/18/19,0.98,9,131
34085929,255431206,7,4,6/28/19,2.11,9,152
34086188,44919396,1,5,6/6/19,2.38,1,0
34086213,257171785,2,1,6/2/19,0.81,1,0
34086656,219517861,2,2,6/17/19,0.83,327,260
34086800,219517861,2,3,6/19/19,1.29,327,325
34086944,219517861,2,2,6/7/19,1.28,327,291
34087005,245960335,1,0,,,1,180
34087090,219517861,2,6,6/18/19,2.5,327,285
34087749,219517861,29,0,,,327,325
34087750,219517861,29,0,,,327,328
34088667,179951095,1,14,7/5/19,5.83,1,356
34088861,44914887,3,5,7/5/19,5,1,51
34088961,214148143,3,9,6/5/19,3.7,1,90
34089777,451777,6,0,,,1,12
34089853,242296495,1,13,7/7/19,5.49,3,49
34090389,22123114,14,1,6/11/19,1,1,240
34090662,6206040,1,5,7/2/19,2.46,8,27
34091327,34689714,1,0,,,5,365
34092210,181356989,2,1,6/30/19,1,2,56
34093093,20087667,1,15,6/29/19,6,1,17
34093881,253448038,3,8,7/1/19,4.07,2,61
34094976,245014802,60,0,,,1,72
34096002,179875332,3,1,5/22/19,0.63,1,0
34096795,257005399,1,3,6/21/19,1.55,5,290
34096836,257005399,1,4,5/20/19,1.97,5,287
34096837,257005399,1,1,6/21/19,1,5,292
34096839,257005399,1,21,6/22/19,10.86,5,299
34096841,257005399,1,1,5/10/19,0.5,5,294
34099071,77080918,3,5,6/16/19,2.42,1,164
34101162,22553662,7,3,6/14/19,2.14,1,0
34103144,137358866,30,0,,,103,247
34107684,12162311,1,1,5/17/19,0.57,1,167
34108545,218940337,90,0,,,1,49
34109471,12222242,2,2,6/16/19,0.92,1,0
34109512,156853666,3,8,6/14/19,4.29,1,49
34109917,257555082,2,0,,,1,270
34110599,101790764,2,7,6/22/19,3.28,2,170
34111158,183573239,1,5,7/1/19,2.31,1,11
34111540,90332306,3,4,6/9/19,2.61,1,5
34111820,29740456,2,4,6/4/19,1.9,1,0
34112635,21216008,1,4,6/8/19,2.11,4,354
34113802,238779678,30,0,,,9,364
34115136,219517861,2,3,6/22/19,3,327,302
34116007,217642173,30,0,,,2,140
34116575,42144338,6,2,6/15/19,1.36,1,9
34116613,219517861,29,0,,,327,327
34116742,257602124,4,0,,,1,179
34117228,6645096,2,2,7/3/19,2,1,5
34117732,161324994,30,0,,,6,39
34118020,161324994,30,1,5/31/19,0.77,6,44
34118644,219517861,2,4,6/14/19,2.67,327,293
34118872,219517861,2,0,,,327,255
34118882,219517861,2,3,6/8/19,2.09,327,348
34119451,5173736,3,7,6/10/19,3.09,1,286
34119485,29094579,3,4,6/23/19,1.56,1,21
34120117,253227041,3,11,7/1/19,5.16,1,142
34120534,128905420,2,3,6/14/19,2.31,1,82
34120696,36205885,1,16,6/30/19,7.16,3,351
34120717,219517861,2,4,6/21/19,1.79,327,272
34120798,219517861,2,7,6/21/19,3.13,327,328
34120977,257576232,2,14,6/30/19,6.46,1,296
34121613,3842238,1,1,7/1/19,1,1,88
34121885,110319331,5,4,6/29/19,1.74,1,192
34121944,17361902,3,1,5/17/19,0.57,1,1
34122318,161324994,30,1,7/1/19,1,6,76
34122992,123506305,1,5,6/1/19,2.34,3,364
34123251,257629980,2,6,7/4/19,3.46,1,330
34123769,257656654,120,0,,,1,365
34124049,257599351,2,8,7/1/19,3.69,1,34
34124075,257585150,1,2,6/30/19,2,1,311
34124100,5556564,3,3,6/23/19,2.09,1,1
34124248,38483415,1,9,6/25/19,3.86,4,358
34124328,137358866,30,1,5/17/19,0.57,103,1
34124683,10962595,28,0,,,1,263
34124720,6665872,2,15,7/3/19,6.34,1,33
34124949,257668187,30,1,5/15/19,0.55,1,18
34125094,257188989,2,10,6/30/19,5.56,1,36
34125485,97322120,4,0,,,1,158
34125558,137358866,30,0,,,103,247
34126611,160118608,5,1,4/24/19,0.39,1,35
34126627,137358866,30,1,6/15/19,1,103,260
34126672,161061302,1,1,5/8/19,0.48,2,363
34126874,257683179,1,3,6/29/19,2.81,6,75
34127215,257685807,2,0,,,1,157
34136999,107434423,30,0,,,232,283
34137207,107434423,30,0,,,232,323
34138042,107434423,30,0,,,232,333
34138100,107434423,30,0,,,232,325
34139763,5680111,12,2,5/17/19,1,7,130
34142194,48711094,2,10,6/23/19,4.55,1,0
34142214,196476281,1,4,6/1/19,1.71,2,318
34142272,257773717,30,0,,,5,341
34143050,257773717,30,0,,,5,338
34143234,257773717,30,0,,,5,342
34143280,42767903,3,1,6/21/19,1,1,14
34143463,257773717,30,0,,,5,333
34143632,257773717,30,0,,,5,308
34144954,93090420,1,0,,,1,66
34145824,157207818,1,7,6/30/19,3.28,1,22
34146260,153371127,1,4,6/10/19,2.73,2,355
34146835,2119428,3,9,7/5/19,4.58,1,252
34147375,219517861,2,3,6/23/19,1.55,327,237
34147683,18149022,4,0,,,1,365
34147709,219517861,2,2,6/23/19,0.82,327,331
34147733,219517861,2,4,6/14/19,2.5,327,242
34147828,219517861,2,1,5/5/19,0.46,327,353
34148267,14552154,3,5,6/28/19,2.5,4,319
34148700,190688437,30,0,,,1,189
34148819,236839319,30,0,,,3,35
34150118,40875021,1,2,5/27/19,1.22,3,178
34150120,257832461,1,32,7/5/19,13.33,1,77
34150332,34689714,1,0,,,5,365
34150501,174313318,3,1,5/28/19,0.71,1,296
34150631,257836545,1,0,,,1,360
34150840,25086874,1,1,7/2/19,1,1,51
34150989,257838704,5,6,6/16/19,2.5,1,252
34151215,257810280,1,5,7/8/19,5,1,0
34151410,257842396,2,1,6/10/19,1,1,0
34152348,29092144,15,2,5/16/19,0.97,1,299
34152598,34269923,1,7,7/1/19,4.77,1,0
34152864,252211149,1,9,6/22/19,4.66,1,127
34153345,229603136,2,6,6/16/19,3.46,1,335
34153647,2008510,4,3,5/25/19,1.43,1,75
34153683,61086446,4,1,5/19/19,0.59,1,0
34153891,257866899,4,6,6/24/19,2.81,1,212
34154569,6004860,30,0,,,1,333
34154797,204823078,2,4,6/21/19,1.85,2,80
34155626,14929050,20,0,,,1,33
34156010,257677041,1,13,7/6/19,7.36,1,233
34156161,257671905,1,8,6/22/19,4.8,1,131
34156292,257888723,4,2,7/1/19,2,1,297
34156436,257891606,1,13,7/4/19,7.22,1,29
34156769,246194760,1,3,6/14/19,2.14,4,207
34157056,253328272,1,1,6/8/19,1,1,216
34157717,110539055,2,5,6/30/19,5,2,298
34160208,20377891,1,1,6/20/19,1,2,92
34160917,20377891,1,1,7/1/19,1,2,58
34165293,137358866,30,0,,,103,215
34167620,28096614,2,4,6/27/19,1.88,2,266
34168420,257974128,4,2,6/24/19,1.87,1,191
34169395,107434423,30,0,,,232,321
34169778,28096614,2,10,7/2/19,4.76,2,257
34170097,86196529,2,4,6/18/19,1.88,1,75
34172085,257993786,1,9,7/7/19,6.28,1,352
34172128,238733096,2,0,,,2,160
34172912,16862745,2,8,6/21/19,3.69,1,310
34173196,161472665,1,2,5/24/19,1.18,1,178
34173579,78261482,3,2,7/1/19,1.13,2,4
34174357,245886857,4,0,,,2,365
34175118,61391963,30,0,,,91,312
34175216,245886857,5,0,,,2,364
34175707,219517861,29,0,,,327,221
34176066,743732,30,0,,,1,0
34176229,34782150,2,0,,,1,0
34176788,258035043,1,22,7/7/19,9.85,2,236
34177117,219517861,29,0,,,327,365
34177609,82537581,5,2,7/1/19,2,1,364
34177796,63393553,2,2,6/6/19,1.3,1,273
34178190,204806146,1,7,6/30/19,3.28,1,143
34179115,141510360,2,2,5/27/19,1.22,1,102
34179924,258058607,1,0,,,1,90
34180216,232251881,1,15,7/4/19,6.25,8,0
34180340,181233778,30,0,,,1,68
34180413,257282534,25,0,,,1,353
34180443,44260443,1,12,6/29/19,5.37,1,60
34181077,258057633,1,10,7/5/19,6.38,1,194
34181176,53720018,2,0,,,1,0
34181264,251859047,2,3,7/1/19,2.09,3,126
34181609,57247607,2,0,,,1,69
34181682,219517861,29,0,,,327,340
34181803,221839786,1,6,6/30/19,4.09,1,287
34182096,18327084,4,0,,,1,83
34182523,257982308,1,5,6/22/19,3.13,1,61
34182985,4592344,3,1,6/4/19,0.86,1,74
34183825,219517861,29,0,,,327,332
34183895,219517861,2,4,6/23/19,2.35,327,232
34184572,258097158,1,12,7/3/19,6.21,1,220
34184764,110375726,30,1,5/31/19,0.77,1,333
34184826,45317760,14,3,6/2/19,2.25,3,29
34184923,258057196,1,8,6/26/19,4.44,1,93
34186291,10415735,1,1,6/29/19,1,2,346
34186868,150878611,30,11,6/22/19,4.65,1,40
34191165,141194319,12,0,,,1,320
34194218,2086035,1,9,7/1/19,6.14,2,267
34194826,95381568,4,3,6/24/19,2.2,1,6
34196242,20810101,1,2,6/29/19,1.4,2,23
34196510,252604696,1,0,,,20,189
34197608,232641412,2,0,,,1,3
34197691,229249302,1,16,7/5/19,6.96,1,57
34197733,258186526,2,10,6/22/19,4.23,1,62
34198108,252604696,1,3,6/23/19,1.48,20,358
34199108,130155462,2,11,6/26/19,5.89,1,182
34199411,161324994,30,1,6/1/19,0.79,6,43
34199783,9583320,7,1,6/11/19,1,1,0
34200086,258202599,2,7,6/24/19,3.62,1,0
34200677,161496464,1,2,7/7/19,0.91,1,362
34201544,155299207,30,0,,,1,45
34201695,6206040,1,4,6/18/19,2.35,8,12
34202149,31628364,3,4,6/29/19,1.97,1,44
34202304,97044757,20,0,,,2,18
34202362,135061108,1,0,,,2,33
34202651,652539,4,2,6/4/19,1.36,1,256
34202946,219517861,29,0,,,327,365
34203531,444275,3,1,5/21/19,0.61,1,17
34203594,219517861,29,0,,,327,333
34203595,219517861,29,0,,,327,341
34203618,225651433,25,0,,,1,99
34204138,258230385,30,1,6/19/19,1,1,339
34204173,257679591,1,5,6/18/19,2.94,1,62
34204219,20702874,14,0,,,1,4
34204602,219517861,29,0,,,327,302
34204893,85773188,1,10,7/8/19,9.09,1,20
34205267,913940,21,0,,,1,73
34205286,219517861,29,0,,,327,220
34205501,219517861,29,0,,,327,334
34205576,258243498,3,1,5/27/19,0.7,3,365
34206163,252604696,1,2,5/26/19,1.15,20,352
34206373,219517861,29,0,,,327,342
34206597,227163,3,1,6/8/19,1,1,0
34206654,252604696,1,0,,,20,365
34206709,252604696,1,0,,,20,365
34206762,252604696,1,2,6/19/19,0.81,20,365
34206858,252604696,1,0,,,20,365
34206929,252604696,1,1,5/18/19,0.57,20,363
34207022,252604696,1,0,,,20,359
34207413,252604696,1,0,,,20,359
34207474,252604696,1,0,,,20,359
34207536,219517861,2,0,,,327,355
34207537,219517861,29,0,,,327,332
34207544,252604696,1,0,,,20,351
34207635,252604696,1,0,,,20,359
34207673,252604696,1,0,,,20,359
34207739,252604696,1,0,,,20,359
34207823,252604696,1,4,7/4/19,1.82,20,356
34207862,252604696,1,0,,,20,360
34207902,252604696,1,0,,,20,365
34207925,646729,2,10,7/3/19,5.17,1,298
34208053,258265562,2,4,6/7/19,1.85,1,0
34208055,1346437,7,0,,,2,35
34208237,98039499,5,6,6/25/19,3.27,1,116
34208508,219517861,29,0,,,327,319
34208509,219517861,29,0,,,327,261
34208674,258269673,2,4,6/24/19,2.79,1,322
34209348,98297464,5,2,6/20/19,1.71,2,55
34209440,48684597,1,10,7/1/19,4.48,4,218
34209596,258247777,3,5,6/17/19,2.5,3,224
34209682,257973120,7,3,6/30/19,1.76,1,284
34209710,63834320,2,8,7/7/19,3.93,1,19
34209885,219517861,29,0,,,327,333
34210645,258286476,4,2,5/12/19,0.94,1,34
34211618,219517861,29,0,,,327,331
34212511,219517861,29,0,,,327,355
34213403,137358866,30,0,,,103,216
34213482,219517861,29,0,,,327,365
34213836,219517861,29,0,,,327,345
34214603,219517861,29,0,,,327,334
34217313,219517861,29,0,,,327,335
34218886,257999795,1,6,6/23/19,5.14,1,52
34221161,9295237,365,0,,,2,0
34222262,219517861,29,0,,,327,342
34222263,219517861,29,0,,,327,339
34222682,122551862,2,2,7/1/19,0.9,2,8
34222823,831185,2,1,7/1/19,1,3,365
34223346,41976386,30,0,,,1,36
34224023,254104585,1,25,7/7/19,10.56,3,160
34227232,140630987,1,7,7/7/19,3.18,6,326
34227846,179336958,3,1,6/29/19,1,6,353
34228220,258413226,3,11,7/2/19,5.08,1,152
34228341,51596474,9,1,6/15/19,1,12,0
34228857,51596474,5,0,,,12,0
34229313,247092108,1,12,7/6/19,7.06,3,283
34229869,27537930,1,0,,,1,5
34230311,219517861,29,0,,,327,326
34230337,258217172,1,9,6/29/19,4.22,1,262
34230593,113927793,2,8,6/16/19,3.38,1,0
34231172,59642348,1,9,7/8/19,9,1,106
34231565,2961266,1,4,7/2/19,4,2,25
34231746,9975046,3,0,,,1,0
34232536,145878384,3,2,6/12/19,1.54,7,245
34232892,258013305,2,7,6/30/19,4.29,1,0
34233364,258389576,1,5,5/31/19,2.24,1,164
34233430,258460961,3,4,6/30/19,1.9,1,315
34233572,258461766,1,0,,,1,365
34234242,44803585,1,4,6/2/19,1.85,1,235
34234982,258247777,3,6,6/10/19,2.86,3,247
34235178,258247777,5,1,5/23/19,0.64,3,320
34235450,24890474,2,5,6/20/19,2.42,1,231
34243440,16072483,2,5,7/2/19,2.31,1,11
34244391,258536261,2,11,7/8/19,5.69,1,179
34245023,185974751,5,1,5/11/19,0.5,1,0
34245778,258551028,5,4,5/24/19,1.74,1,0
34247014,106627,7,0,,,1,22
34247102,11522108,3,4,6/25/19,2.73,1,130
34249203,7817764,3,0,,,1,16
34250079,5317044,45,0,,,1,62
34250344,258589420,1,12,7/7/19,5.37,7,179
34251007,258596027,2,6,6/10/19,3.46,1,316
34251212,59782332,3,4,7/6/19,1.82,1,0
